0.277	0.174
0.277	0.199
0.277	0.224
0.277	0.248
0.277	0.273
0.277	0.298
0.277	0.323
0.277	0.349
0.277	0.374
0.277	0.399
0.277	0.424
0.277	0.449
0.277	0.475
0.277	0.5
0.277	0.525
0.277	0.55
0.277	0.575
0.277	0.601
0.281	0.625
0.291	0.66
0.301	0.685
0.309	0.7
0.321	0.716
0.338	0.736
0.357	0.754
0.379	0.768
0.403	0.775
0.427	0.781
0.451	0.786
0.475	0.791
0.5	0.793
0.525	0.793
0.55	0.789
0.574	0.781
0.598	0.772
0.62	0.76
0.639	0.745
0.659	0.73
0.671	0.709
0.682	0.687
0.689	0.663
0.697	0.626
0.702	0.59
0.705	0.565
0.705	0.54
0.705	0.515
0.705	0.49
0.705	0.465
0.705	0.437
0.705	0.412
0.705	0.388
0.705	0.363
0.705	0.337
0.705	0.312
0.705	0.286
0.705	0.261
0.705	0.236
0.705	0.211
0.705	0.186
