-0.000621310966139	7.60886485957e-20	1536256000804939985
-0.00124262193228	1.52177297191e-19	1536256000819334030
-0.00186393289842	2.28265945787e-19	1536256000839278936
-0.00248524386455	3.04354594383e-19	1536256000859536886
-0.00310655483069	3.80443242978e-19	1536256000879507064
-0.00372786579683	4.56531891574e-19	1536256000900057077
-0.00434917676297	5.3262054017e-19	1536256000919320106
-0.00497048772911	6.08709188765e-19	1536256000939526081
-0.00559179869525	6.84797837361e-19	1536256000960179090
-0.00621310966139	7.60886485957e-19	1536256000979240894
-0.00683442062752	8.36975134552e-19	1536256000999470949
-0.00745573159366	9.13063783148e-19	153625600120262956
-0.0080770425598	9.89152431744e-19	153625600139375066
-0.00869835352594	1.06524108034e-18	153625600159606075
-0.00931966449208	1.14132972894e-18	153625600179651117
-0.00994097545822	1.21741837753e-18	153625600199656105
-0.0105622864244	1.29350702613e-18	1536256001119385957
-0.0111835973905	1.36959567472e-18	1536256001139431953
-0.0118049083566	1.44568432332e-18	1536256001159509897
-0.0124262193228	1.52177297191e-18	1536256001179523944
-0.0130475302889	1.59786162051e-18	1536256001199496984
-0.013668841255	1.6739502691e-18	1536256001219371080
-0.0142901522212	1.7500389177e-18	1536256001239551067
-0.0149114631873	1.8261275663e-18	1536256001259613037
-0.0155327741535	1.90221621489e-18	1536256001279654979
-0.0161540851196	1.97830486349e-18	1536256001299650907
-0.0167753960857	2.05439351208e-18	1536256001319436073
-0.0173967070519	2.13048216068e-18	1536256001339431047
-0.018018018018	2.20657080927e-18	1536256001360457897
-0.0186393289842	2.28265945787e-18	1536256001379504919
-0.0192606399503	2.35874810647e-18	1536256001399338006
-0.0198819509164	2.43483675506e-18	1536256001419540882
-0.0205032618826	2.51092540366e-18	1536256001439634084
-0.0211245728487	2.58701405225e-18	1536256001459505081
-0.0217458838148	2.66310270085e-18	1536256001479276895
-0.022367194781	2.73919134944e-18	1536256001499274015
-0.0229885057471	2.81527999804e-18	1536256001519355058
-0.0236098167133	2.89136864664e-18	1536256001539531946
-0.0242311276794	2.96745729523e-18	1536256001559586048
-0.0248524386455	3.04354594383e-18	1536256001579433917
-0.0254737496117	3.11963459242e-18	1536256001599666118
-0.0260950605778	3.19572324102e-18	1536256001619441032
-0.026716371544	3.27181188961e-18	1536256001639170885
-0.0273376825101	3.34790053821e-18	1536256001659375905
-0.0279589934762	3.42398918681e-18	1536256001679465055
-0.0285803044424	3.5000778354e-18	1536256001699549913
-0.0292016154085	3.576166484e-18	1536256001719569921
-0.0298229263747	3.65225513259e-18	1536256001739403963
-0.0304442373408	3.72834378119e-18	1536256001759402990
-0.0310655483069	3.80443242978e-18	1536256001779275894
-0.0316868592731	3.88052107838e-18	1536256001799634933
-0.0323081702392	3.95660972697e-18	1536256001819704055
-0.0329294812053	4.03269837557e-18	1536256001839720010
-0.0335507921715	4.10878702417e-18	1536256001859416961
-0.0341721031376	4.18487567276e-18	1536256001879507064
-0.0347934141038	4.26096432136e-18	1536256001899291992
-0.0354147250699	4.33705296995e-18	1536256001919466972
-0.036036036036	4.41314161855e-18	1536256001939677953
-0.0366573470022	4.48923026714e-18	1536256001959635019
-0.0372786579683	4.56531891574e-18	1536256001979475975
-0.0378999689345	4.64140756434e-18	1536256001999919891
-0.0385212799006	4.71749621293e-18	153625600219395112
-0.0391425908667	4.79358486153e-18	153625600239648056
-0.0397639018329	4.86967351012e-18	153625600259587955
-0.040385212799	4.94576215872e-18	153625600279349040
-0.0410065237651	5.02185080731e-18	153625600299961996
-0.0416278347313	5.09793945591e-18	1536256002119487047
-0.0422491456974	5.17402810451e-18	1536256002139451980
-0.0428704566636	5.2501167531e-18	1536256002160221099
-0.0434917676297	5.3262054017e-18	1536256002179821968
-0.0441130785958	5.40229405029e-18	1536256002199512004
-0.044734389562	5.47838269889e-18	1536256002219701051
-0.0453557005281	5.55447134748e-18	1536256002239680051
-0.0459770114943	5.63055999608e-18	1536256002259527921
-0.0465983224604	5.70664864468e-18	1536256002280503988
-0.0472196334265	5.78273729327e-18	1536256002299487113
-0.0478409443927	5.85882594187e-18	1536256002319526910
-0.0484622553588	5.93491459046e-18	1536256002339633941
-0.0490835663249	6.01100323906e-18	1536256002359514951
-0.0497048772911	6.08709188765e-18	1536256002379458904
-0.0503261882572	6.16318053625e-18	1536256002399877071
-0.0509474992234	6.23926918485e-18	1536256002419652938
-0.0515688101895	6.31535783344e-18	1536256002439352989
