0.5	0
0.4748778409	0.0006315217
0.4498191426	0.0025244915
0.4248872054	0.0056741276
0.4001450097	0.0100724738
0.3756550564	0.0157084194
0.3514792092	0.0225677276
0.3276785384	0.0306330712
0.3043131666	0.0398840763
0.2814421167	0.0502973742
0.2591231629	0.06184666
0.237412685	0.0745027591
0.2163655254	0.0882337012
0.1960348512	0.1030048007
0.1764720192	0.1187787445
0.157726447	0.1355156863
0.1398454876	0.1531733471
0.1228743096	0.1717071221
0.1068557839	0.1910701935
0.0918303746	0.2112136483
0.0778360372	0.2320866025
0.0649081227	0.2536363292
0.0530792879	0.275808392
0.0423794137	0.2985467821
0.0328355288	0.3217940606
0.0244717419	0.3454915028
0.0173091806	0.3695792469
0.0113659382	0.393996445
0.0066570279	0.4186814174
0.0031943447	0.4435718076
0.0009866358	0.4686047402
3.94778980919441E-05	0.4937169801
0.0003552637	0.5188450913
0.0019331954	0.5439255983
0.0047692872	0.5688951453
0.0088563746	0.5936906573
0.0141841335	0.6182494985
0.0207391055	0.6425096312
0.0285047321	0.6664097723
0.0374613966	0.6898895478
0.0475864738	0.7128896458
0.0588543868	0.7353519661
0.0712366719	0.7572197669
0.0847020504	0.7784378082
0.0992165076	0.7989524915
0.1147433786	0.8187119949
0.1312434413	0.8376664041
0.1486750151	0.8557678386
0.1669940663	0.8729705727
0.1861543194	0.8892311508
0.2061073739	0.9045084972
0.2268028266	0.91876402
0.2481883992	0.9319617086
0.2702100697	0.9440682244
0.2928122095	0.9550529853
0.3159377237	0.9648882429
0.3395281951	0.9735491525
0.3635240322	0.9810138358
0.3878646195	0.9872634364
0.4124884705	0.9922821673
0.4373333832	0.9960573507
0.4623365972	0.9985794501
0.4874349523	0.9998420946
0.5125650477	0.9998420946
0.5376634028	0.9985794501
0.5626666168	0.9960573507
0.5875115295	0.9922821673
0.6121353805	0.9872634364
0.6364759678	0.9810138358
0.6604718049	0.9735491525
0.6840622763	0.9648882429
0.7071877905	0.9550529853
0.7297899303	0.9440682244
0.7518116008	0.9319617086
0.7731971734	0.91876402
0.7938926261	0.9045084972
0.8138456806	0.8892311508
0.8330059337	0.8729705727
0.8513249849	0.8557678386
0.8687565587	0.8376664041
0.8852566214	0.8187119949
0.9007834924	0.7989524915
0.9152979496	0.7784378082
0.9287633281	0.7572197669
0.9411456132	0.7353519661
0.9524135262	0.7128896458
0.9625386034	0.6898895478
0.9714952679	0.6664097723
0.9792608945	0.6425096312
0.9858158665	0.6182494985
0.9911436254	0.5936906573
0.9952307128	0.5688951453
0.9980668046	0.5439255983
0.9996447363	0.5188450913
0.9999605221	0.4937169801
0.9990133642	0.4686047402
0.9968056553	0.4435718076
0.9933429721	0.4186814174
0.9886340618	0.393996445
0.9826908194	0.3695792469
0.9755282581	0.3454915028
0.9671644712	0.3217940606
0.9576205863	0.2985467821
0.9469207121	0.275808392
0.9350918773	0.2536363292
0.9221639628	0.2320866025
0.9081696254	0.2112136483
0.8931442161	0.1910701935
0.8771256904	0.1717071221
0.8601545124	0.1531733471
0.842273553	0.1355156863
0.8235279808	0.1187787445
0.8039651488	0.1030048007
0.7836344746	0.0882337012
0.762587315	0.0745027591
0.7408768371	0.06184666
0.7185578833	0.0502973742
0.6956868334	0.0398840763
0.6723214616	0.0306330712
0.6485207908	0.0225677276
0.6243449436	0.0157084194
0.5998549903	0.0100724738
0.5751127946	0.0056741276
0.5501808574	0.0025244915
0.5251221591	0.0006315217
0.5	0
